question,answer,steps,n_hops,root,target,split
Every gwompus is a worpus. Every lempus is a terpus. Eva is a sterpus. Every scrompus is a lempus. Every dumpus is a fompus. Every terpus is a yimpus. Every rompus is a fompus. Every sterpus is a worpus. Every worpus is a zumpus. Every zumpus is a lempus. Every fompus is a grimpus. Every brimpus is a jelpus. Every worpus is a scrompus. Eva is a rorpus. Alex is a boompus. Eva is a worpus. Every brimpus is a zhorpus. Every gwompus is a terpus. Every zhorpus is a rompus. Every gwompus is a scrompus. Every brimpus is a rorpus. Every yimpus is a storpus. Every lempus is a hilpus. Every rompus is a dumpus. Every boompus is a wumpus. Every gwompus is a lempus. Every hilpus is a yumpus. Every zhorpus is a grimpus. Every wumpus is a rorpus. Every boompus is a brimpus. Every sterpus is a gwompus. Every worpus is a yumpus. Is Eva a storpus or jelpus?,Eva is a storpus.,"[""Eva is a sterpus."", ""Every sterpus is a gwompus."", ""Every gwompus is a terpus."", ""Every terpus is a yimpus."", ""Every yimpus is a storpus.""]",5,1,21,train
Polly is a rompus. Every bompus is a hilpus. Every worpus is a felpus. Every felpus is a boompus. Eva is a bompus. Every jelpus is a scrompus. Eva is a tumpus. Every bompus is a wumpus. Every jelpus is a grimpus. Every rompus is a chorpus. Polly is a jompus. Every bompus is a fompus. Every zhorpus is a impus. Every bompus is a yimpus. Every jompus is a jelpus. Every jompus is a scrompus. Every zumpus is a fompus. Every yimpus is a kerpus. Every gorpus is a grimpus. Every zumpus is a storpus. Every jompus is a quimpus. Every rompus is a jompus. Every jompus is a grimpus. Every quimpus is a scrompus. Every quimpus is a impus. Every scrompus is a worpus. Every tumpus is a kerpus. Jack is a hilpus. Every yimpus is a fompus. Every worpus is a storpus. Every gorpus is a felpus. Every rompus is a storpus. Every bompus is a kerpus. Every tumpus is a yimpus. Every rompus is a hilpus. Every tumpus is a fompus. Every storpus is a gorpus. Every gorpus is a impus. Every quimpus is a zhorpus. Every rompus is a zumpus. Is Polly a boompus or kerpus?,Polly is a boompus.,"[""Polly is a rompus."", ""Every rompus is a storpus."", ""Every storpus is a gorpus."", ""Every gorpus is a felpus."", ""Every felpus is a boompus.""]",5,1,24,train
Every wumpus is a vumpus. Every rorpus is a boompus. Every gorpus is a scrompus. Every bompus is a felpus. Every brimpus is a quimpus. Every rorpus is a terpus. Every bompus is a timpus. Every felpus is a wumpus. Every hilpus is a lempus. Every zumpus is a yerpus. Every scrompus is a vumpus. Every zumpus is a gerpus. Every scrompus is a rorpus. Every brimpus is a sterpus. Every bompus is a gorpus. Max is a hilpus. Every lempus is a gerpus. Gabriel is a bompus. Every rorpus is a vumpus. Every kerpus is a vumpus. Every terpus is a boompus. Every zumpus is a brimpus. Every yerpus is a hilpus. Every yerpus is a brimpus. Every brimpus is a lempus. Every shumpus is a rompus. Max is a jelpus. Every gorpus is a timpus. Every yumpus is a jelpus. Max is a zumpus. Every brimpus is a shumpus. Max is a yerpus. Gabriel is a felpus. Every timpus is a terpus. Every zumpus is a sterpus. Every shumpus is a kerpus. Every brimpus is a hilpus. Every yerpus is a yumpus. Every lempus is a rompus. Every kerpus is a gerpus. Every terpus is a vumpus. Every rorpus is a tumpus. Every yerpus is a sterpus. Every zumpus is a hilpus. Is Gabriel a tumpus or jelpus?,Gabriel is a tumpus.,"[""Gabriel is a bompus."", ""Every bompus is a gorpus."", ""Every gorpus is a scrompus."", ""Every scrompus is a rorpus."", ""Every rorpus is a tumpus.""]",5,0,23,train
Sally is a rempus. Every zhorpus is a gorpus. Every rompus is a rempus. Every jelpus is a dumpus. Gabriel is a jelpus. Every worpus is a rorpus. Eva is a scrompus. Every jelpus is a zhorpus. Every rompus is a wumpus. Every brimpus is a grimpus. Every bompus is a brimpus. Gabriel is a lempus. Sally is a worpus. Every yumpus is a grimpus. Sally is a rompus. Every zumpus is a rorpus. Every zumpus is a wumpus. Every yumpus is a gorpus. Every yumpus is a jelpus. Every scrompus is a dumpus. Every rompus is a rorpus. Eva is a dumpus. Every yumpus is a bompus. Every brimpus is a impus. Every rempus is a zumpus. Sally is a zumpus. Every rempus is a kerpus. Wren is a dumpus. Every rempus is a dumpus. Every rompus is a zumpus. Every zumpus is a worpus. Gabriel is a yumpus. Every jelpus is a bompus. Is Gabriel a rorpus or impus?,Gabriel is a impus.,"[""Gabriel is a yumpus."", ""Every yumpus is a bompus."", ""Every bompus is a brimpus."", ""Every brimpus is a impus.""]",4,0,19,train
Every numpus is a zhorpus. Every vumpus is a lorpus. Every felpus is a rempus. Every scrompus is a worpus. Every numpus is a tumpus. Jack is a scrompus. Every numpus is a felpus. Every felpus is a shumpus. Every sterpus is a storpus. Max is a sterpus. Every zhorpus is a chorpus. Every yerpus is a grimpus. Jack is a numpus. Every sterpus is a vumpus. Every felpus is a chorpus. Every shumpus is a tumpus. Every felpus is a quimpus. Every storpus is a rorpus. Every shumpus is a wumpus. Every numpus is a scrompus. Max is a kerpus. Every kerpus is a rorpus. Max is a boompus. Every storpus is a vumpus. Every shumpus is a quimpus. Every chorpus is a yerpus. Every tumpus is a grimpus. Every sterpus is a boompus. Every sterpus is a kerpus. Every chorpus is a scrompus. Every worpus is a tumpus. Every vumpus is a rorpus. Every scrompus is a gorpus. Every tumpus is a rempus. Every zhorpus is a wumpus. Every numpus is a chorpus. Every gorpus is a yerpus. Every vumpus is a terpus. Every lorpus is a boompus. Is Max a wumpus or terpus?,Max is a terpus.,"[""Max is a sterpus."", ""Every sterpus is a vumpus."", ""Every vumpus is a terpus.""]",3,1,22,train
Every zumpus is a sterpus. Every gerpus is a sterpus. Every rorpus is a terpus. Every bompus is a jompus. Every chorpus is a yumpus. Every chorpus is a gwompus. Every yumpus is a gwompus. Every jompus is a gerpus. Every jompus is a zumpus. Stella is a vumpus. Every bompus is a rompus. Every jompus is a sterpus. Every bompus is a vumpus. Every rompus is a terpus. Every gerpus is a terpus. Every tumpus is a felpus. Stella is a chorpus. Every hilpus is a zumpus. Every hilpus is a vumpus. Every hilpus is a rompus. Every rompus is a rorpus. Max is a hilpus. Every hilpus is a zhorpus. Every gwompus is a tumpus. Every lempus is a tumpus. Every hilpus is a bompus. Max is a rompus. Every bompus is a storpus. Every yumpus is a lempus. Every chorpus is a brimpus. Every bompus is a sterpus. Every zhorpus is a brimpus. Is Stella a felpus or storpus?,Stella is a felpus.,"[""Stella is a chorpus."", ""Every chorpus is a gwompus."", ""Every gwompus is a tumpus."", ""Every tumpus is a felpus.""]",4,0,20,train
Every gwompus is a shumpus. Every dumpus is a terpus. Every rorpus is a quimpus. Every wumpus is a yimpus. Sam is a gerpus. Every worpus is a rempus. Every rorpus is a gerpus. Every rorpus is a rempus. Sam is a worpus. Every gwompus is a numpus. Every brimpus is a numpus. Every jelpus is a zhorpus. Every rorpus is a scrompus. Fae is a jelpus. Fae is a zhorpus. Every zhorpus is a dumpus. Every rorpus is a gwompus. Every gerpus is a brimpus. Every worpus is a felpus. Fae is a gorpus. Every terpus is a zumpus. Every jelpus is a wumpus. Every worpus is a rorpus. Every quimpus is a felpus. Every zhorpus is a vumpus. Every brimpus is a gwompus. Every quimpus is a yerpus. Every terpus is a wumpus. Every worpus is a gerpus. Every gerpus is a rempus. Every rempus is a gwompus. Every quimpus is a numpus. Is Sam a vumpus or shumpus?,Sam is a shumpus.,"[""Sam is a worpus."", ""Every worpus is a rorpus."", ""Every rorpus is a gwompus."", ""Every gwompus is a shumpus.""]",4,1,21,train
Every vumpus is a zhorpus. Every jompus is a kerpus. Every fompus is a bompus. Every rorpus is a numpus. Every rorpus is a storpus. Every quimpus is a jelpus. Every shumpus is a terpus. Every worpus is a jelpus. Every jompus is a jelpus. Every storpus is a lorpus. Every rorpus is a wumpus. Every jompus is a rorpus. Every fompus is a impus. Every storpus is a wumpus. Every timpus is a shumpus. Every fompus is a yimpus. Every timpus is a zhorpus. Every felpus is a terpus. Every zhorpus is a lorpus. Every worpus is a wumpus. Every rorpus is a worpus. Every impus is a scrompus. Every felpus is a shumpus. Every storpus is a worpus. Every impus is a zhorpus. Every fompus is a timpus. Oliver is a lorpus. Every yimpus is a felpus. Gabriel is a quimpus. Every bompus is a zhorpus. Every impus is a timpus. Every impus is a vumpus. Gabriel is a jompus. Every jompus is a wumpus. Every fompus is a zhorpus. Eva is a impus. Every bompus is a yimpus. Eva is a fompus. Is Eva a terpus or jelpus?,Eva is a terpus.,"[""Eva is a fompus."", ""Every fompus is a timpus."", ""Every timpus is a shumpus."", ""Every shumpus is a terpus.""]",4,0,23,train
Every quimpus is a lempus. Every lorpus is a yumpus. Every felpus is a sterpus. Max is a terpus. Tom is a rempus. Every rempus is a quimpus. Every scrompus is a worpus. Every lorpus is a zumpus. Max is a yumpus. Every lorpus is a impus. Every storpus is a shumpus. Every storpus is a chorpus. Max is a impus. Every lorpus is a worpus. Bob is a shumpus. Max is a scrompus. Every felpus is a lempus. Every scrompus is a terpus. Every lorpus is a boompus. Every scrompus is a lorpus. Every sterpus is a zhorpus. Every storpus is a quimpus. Every rempus is a felpus. Every terpus is a brimpus. Tom is a storpus. Every scrompus is a zumpus. Every rempus is a chorpus. Every felpus is a quimpus. Tom is a quimpus. Max is a worpus. Every shumpus is a lempus. Every scrompus is a impus. Every brimpus is a boompus. Is Tom a yumpus or zhorpus?,Tom is a zhorpus.,"[""Tom is a rempus."", ""Every rempus is a felpus."", ""Every felpus is a sterpus."", ""Every sterpus is a zhorpus.""]",4,1,18,train
Every chorpus is a numpus. Every dumpus is a impus. Every zumpus is a gorpus. Every rempus is a yerpus. Every zumpus is a grimpus. Sally is a gorpus. Every fompus is a sterpus. Sally is a yerpus. Every rempus is a storpus. Every fompus is a chorpus. Oliver is a fompus. Every yerpus is a impus. Every vumpus is a gwompus. Every kerpus is a zumpus. Every scrompus is a gwompus. Every rompus is a dumpus. Every fompus is a zhorpus. Every tumpus is a numpus. Every zhorpus is a rompus. Every tumpus is a rompus. Oliver is a grimpus. Sally is a vumpus. Every chorpus is a tumpus. Every yerpus is a gwompus. Sally is a rempus. Every vumpus is a zumpus. Every scrompus is a zumpus. Every chorpus is a zhorpus. Every rempus is a zumpus. Every tumpus is a dumpus. Every rempus is a kerpus. Every chorpus is a rompus. Every gwompus is a storpus. Every kerpus is a yerpus. Every rempus is a vumpus. Every vumpus is a scrompus. Is Oliver a numpus or storpus?,Oliver is a numpus.,"[""Oliver is a fompus."", ""Every fompus is a chorpus."", ""Every chorpus is a numpus.""]",3,1,18,train
Every vumpus is a yimpus. Every kerpus is a lorpus. Every kerpus is a bompus. Every bompus is a dumpus. Every kerpus is a gwompus. Every rempus is a jompus. Every wumpus is a lempus. Every dumpus is a storpus. Every jelpus is a bompus. Every chorpus is a vumpus. Fae is a rompus. Jack is a gwompus. Every wumpus is a vumpus. Every rorpus is a impus. Every grimpus is a lempus. Every gwompus is a bompus. Every gorpus is a impus. Every jelpus is a wumpus. Tom is a yimpus. Every kerpus is a grimpus. Every chorpus is a fompus. Every bompus is a wumpus. Every gwompus is a lempus. Every gwompus is a grimpus. Jack is a jelpus. Every kerpus is a rompus. Max is a rorpus. Jack is a kerpus. Every bompus is a lorpus. Every gwompus is a dumpus. Jack is a bompus. Every jelpus is a dumpus. Every bompus is a grimpus. Max is a rompus. Every kerpus is a jelpus. Every gorpus is a terpus. Every grimpus is a terpus. Every storpus is a jompus. Every gwompus is a jelpus. Every grimpus is a lorpus. Every jelpus is a lorpus. Every lempus is a chorpus. Max is a gorpus. Every gwompus is a wumpus. Every wumpus is a rempus. Every storpus is a fompus. Every yimpus is a storpus. Every rorpus is a terpus. Is Jack a jompus or impus?,Jack is a jompus.,"[""Jack is a bompus."", ""Every bompus is a dumpus."", ""Every dumpus is a storpus."", ""Every storpus is a jompus.""]",4,1,24,train
Bob is a boompus. Every boompus is a dumpus. Every numpus is a timpus. Every felpus is a kerpus. Every hilpus is a rompus. Bob is a numpus. Every boompus is a gerpus. Every dumpus is a timpus. Alex is a yerpus. Every storpus is a hilpus. Every dumpus is a hilpus. Every scrompus is a zhorpus. Every vumpus is a rompus. Every bompus is a gwompus. Every gerpus is a bompus. Every vumpus is a shumpus. Every timpus is a gwompus. Every numpus is a storpus. Every vumpus is a felpus. Every dumpus is a gerpus. Every zhorpus is a kerpus. Every shumpus is a kerpus. Bob is a dumpus. Every yerpus is a rorpus. Every shumpus is a scrompus. Every rorpus is a vumpus. Every dumpus is a storpus. Every boompus is a storpus. Every scrompus is a kerpus. Every vumpus is a fompus. Alex is a vumpus. Alex is a rorpus. Every yerpus is a kerpus. Every fompus is a kerpus. Tom is a shumpus. Every rorpus is a zhorpus. Every hilpus is a gorpus. Is Bob a gwompus or kerpus?,Bob is a gwompus.,"[""Bob is a dumpus."", ""Every dumpus is a timpus."", ""Every timpus is a gwompus.""]",3,1,21,train
Every rorpus is a kerpus. Every hilpus is a fompus. Every lempus is a chorpus. Every rorpus is a brimpus. Every chorpus is a impus. Fae is a chorpus. Every impus is a kerpus. Every gwompus is a tumpus. Every yumpus is a tumpus. Fae is a lempus. Every dumpus is a grimpus. Every gerpus is a boompus. Every worpus is a hilpus. Every terpus is a numpus. Davis is a gwompus. Every worpus is a fompus. Davis is a yumpus. Every chorpus is a grimpus. Every dumpus is a impus. Every scrompus is a gerpus. Every dumpus is a lorpus. Every yumpus is a worpus. Every numpus is a kerpus. Every boompus is a fompus. Every brimpus is a kerpus. Davis is a scrompus. Every boompus is a tumpus. Fae is a brimpus. Every rorpus is a lorpus. Every worpus is a gerpus. Every dumpus is a terpus. Every boompus is a gwompus. Every scrompus is a yumpus. Every chorpus is a dumpus. Every lorpus is a sterpus. Every rorpus is a sterpus. Every tumpus is a fompus. Every gerpus is a fompus. Every terpus is a brimpus. Every worpus is a tumpus. Every dumpus is a kerpus. Every impus is a sterpus. Every worpus is a boompus. Every dumpus is a rorpus. Every scrompus is a worpus. Is Davis a fompus or sterpus?,Davis is a fompus.,"[""Davis is a scrompus."", ""Every scrompus is a gerpus."", ""Every gerpus is a fompus.""]",3,0,21,train
Every sterpus is a numpus. Every jompus is a timpus. Every quimpus is a grimpus. Every numpus is a gerpus. Every jompus is a zhorpus. Jack is a zhorpus. Every vumpus is a quimpus. Every jompus is a kerpus. Every shumpus is a gerpus. Every dumpus is a vumpus. Alex is a hilpus. Every gorpus is a zhorpus. Every jompus is a storpus. Every vumpus is a terpus. Every shumpus is a felpus. Every shumpus is a gorpus. Every quimpus is a rorpus. Alex is a gorpus. Alex is a yumpus. Every dumpus is a brimpus. Every jompus is a quimpus. Every jompus is a dumpus. Every grimpus is a terpus. Every timpus is a kerpus. Alex is a sterpus. Alex is a shumpus. Every numpus is a yumpus. Every gorpus is a numpus. Every timpus is a felpus. Every rorpus is a terpus. Every shumpus is a zhorpus. Alex is a numpus. Every dumpus is a terpus. Jack is a jompus. Every gorpus is a sterpus. Is Jack a hilpus or terpus?,Jack is a terpus.,"[""Jack is a jompus."", ""Every jompus is a dumpus."", ""Every dumpus is a terpus.""]",3,1,20,train
Oliver is a zumpus. Every boompus is a rorpus. Every numpus is a rorpus. Jack is a numpus. Every hilpus is a zumpus. Every jelpus is a worpus. Bob is a terpus. Oliver is a vumpus. Every jelpus is a terpus. Every timpus is a scrompus. Every rompus is a zumpus. Every timpus is a terpus. Every dumpus is a boompus. Oliver is a jelpus. Oliver is a fompus. Every hilpus is a lempus. Every lorpus is a impus. Every hilpus is a rompus. Every scrompus is a terpus. Every impus is a yerpus. Jack is a rorpus. Every zumpus is a lempus. Every rempus is a vumpus. Every jelpus is a rempus. Every rempus is a zumpus. Every fompus is a lempus. Every rempus is a worpus. Every rompus is a lorpus. Oliver is a hilpus. Every rempus is a rompus. Jack is a timpus. Jack is a scrompus. Jack is a dumpus. Every scrompus is a boompus. Every hilpus is a vumpus. Every vumpus is a worpus. Is Oliver a rorpus or yerpus?,Oliver is a yerpus.,"[""Oliver is a hilpus."", ""Every hilpus is a rompus."", ""Every rompus is a lorpus."", ""Every lorpus is a impus."", ""Every impus is a yerpus.""]",5,1,21,train
